heart_rate,temperature,motion_duration,no_motion_duration,sids_risk
147.4507122951685,36.83049612719092,3.8751002973565436,21.673969609247816,0
137.92603548243224,36.818634356646456,1.0872081563858622,25.28366991457145,0
149.71532807151038,36.281742730948,0.7451618132410088,0.5670672250809293,0
162.84544784612038,36.86796392331942,0.9902063071010299,37.26346024053361,0
136.48769937914997,37.293131632728695,8.743558237329687,37.38494522786473,0
136.4879456457623,36.49030715236928,0.5304448559556889,3.6809578295624843,0
163.68819223261087,37.419393060420234,4.108700007063417,25.335812048589727,0
151.51152093729362,37.19510992843374,13.991757791486732,25.204983326791215,0
132.95788421097572,36.706306671211586,3.486333168336779,34.41363947879933,0
148.13840065378946,36.94338814506486,14.409958871683514,2.6779783320454738,0
133.04873460781306,37.639328723056416,13.683249354921841,29.545383877317235,0
133.01405369644615,37.293419125402345,2.8213367018715827,9.88646966247838,0
143.6294340734905,37.00351346195926,13.049805112632209,21.21756512619002,0
111.30079633013304,36.904926673215606,13.774402279891957,44.52694861728198,0
114.12623251230451,37.03064362818066,5.065911446192083,36.689158144311584,0
131.5656870613854,36.79529457682308,2.3625473312124496,3.7976273104119858,0
124.80753319498365,36.15810019771239,7.366202003024772,26.83476081817521,0
144.7137099889291,37.81687116421389,25.433528929974102,104.32602660399714,1
126.37963886718184,37.06212999967976,10.205871817176977,5.115445674212539,0
118.81544447997062,37.15925890604902,1.8985687326752063,57.50072506731465,0
161.98473153382332,36.976836900049236,11.480869999970817,36.3750804709328,0
136.61335549270197,36.705953279710165,5.572239484087359,44.61704816130107,0
141.01292307031886,36.92563020762049,8.953338625289845,9.936830142806341,0
118.62877720679815,36.360242095122274,13.244997323508974,10.185641450237238,0
131.83425913212227,37.910834599221324,7.2349784035770295,70.94002483440934,1
141.663838845648,36.50619520063104,16.81922450772323,13.380740616209431,0
122.73509633866546,36.58721348646113,12.806939597767961,1.9526526713363692,0
145.63547027518507,36.82389631824544,9.547024563951275,27.533508138088784,0
130.99041965121793,37.51523028994095,1.6345208926459995,3.999691082830739,0
135.62459375310084,37.00580359970506,18.0757859997111,47.77686950153695,0
130.97440081655904,36.50554568158781,27.47398053326451,30.795428463293465,0
167.78417276763406,37.501735344302936,1.47300175979818,62.31767920633381,1
139.797541628931,37.292400250714195,6.699017208018714,46.09081678387337,0
124.1343360656615,37.21537398288658,2.9960451916800808,3.5673457962972575,0
152.33817368154783,37.286293696468334,14.045532748515202,14.392925736725461,0
121.68734525043467,37.95774476023298,12.788028073545075,44.69107018188068,0
143.13295392507132,37.87403795801445,1.5185262970042572,16.204619450071917,0
110.60494814180336,36.72531386279868,20.957926657669805,107.6606920829143,1
120.07720926652354,37.649553997124464,1.9963830675414804,39.92470543388095,0
142.95291853803684,37.15326727590356,15.95826103121051,0.468638888449534,0
151.07699869993115,37.1996383264551,6.106097895881529,63.60432918945679,1
142.57052421784957,36.323091667342666,3.979022193214315,3.187653633224653,0
138.26527576417638,36.93184569384472,1.7225946506651941,4.542961705318455,0
135.48344456616067,36.674870563865376,1.8345931116701875,39.78335447327631,0
117.82217014448858,37.33122352595733,10.843856332518273,60.0674290365463,1
129.20233687407938,37.42843220016112,7.99464571537242,23.058735575707296,0
133.0904184356032,36.170205459593475,1.3020598125463843,10.234583985291673,0
155.85683339328375,36.99118605439829,1.1956972382663869,12.984266482553421,0
145.15427434352694,37.4487446019177,0.7505827330217434,12.597084797396992,0
113.554397669559,36.925328415074624,13.616694478885583,11.865952897649064,0
144.86125954092194,37.291625458000944,12.443854563510728,8.348181263449323,0
134.22376579375526,37.14046618705083,0.6020763654986248,28.161235959581656,0
129.8461699954106,37.136664092781054,8.215945487021282,69.19939545195113,1
149.17514433261303,36.89147400877268,0.8847734762808863,11.005326271866679,0
155.46499283743927,36.513367678345716,23.407623650543712,6.199446666860756,0
153.96920178674299,36.55138794102999,23.764191553735937,54.71193474949713,0
127.41173715166042,37.283741005782126,11.981000488058529,40.61868731233377,0
135.36181436223177,37.00778330220756,26.062464426453758,80.13869093235094,1
144.96895147105346,36.94459510215711,16.684081276089483,5.428385573289972,0
154.6331769068354,36.830443983071056,17.63396970196494,4.6733561161333785,0
132.81238643232064,36.8779244618077,8.432908837147354,23.38923019048713,0
137.21511535004274,37.418764717795256,3.6536862213689463,28.591259975743494,0
123.40497538990958,36.86590236725279,2.4564368538601364,19.62780195245561,0
122.05690063878994,36.463574114679375,3.963072030804284,27.411319618477552,0
152.18788733591296,37.29746071021607,9.901941136592347,5.967425363322694,0
160.34360042856235,36.91804933445411,1.8953535679434688,19.59551888033557,0
138.919848176295,37.01255834621311,2.992692608972904,32.1964567371959,0
155.05299346838035,37.64303132255981,6.312261999359739,17.00635149106766,0
145.4245403757145,36.9917757770598,2.6533379725092003,34.13126091885913,0
130.32320368092314,37.11567346924749,8.88295456439933,18.000159434790984,0
145.42093408262622,36.52843060348067,25.662385580559093,12.175936774245676,0
163.07054849698955,36.912132219059615,13.786808801713722,10.855149555333279,0
139.46260941335072,37.24381041808344,10.978923903038691,15.874884768100294,0
163.4696548372101,36.3778505064635,8.740013568445372,0.700810910323207,0
100.70382343865384,37.080338037246285,6.693289193854697,33.126099139448264,1
152.32853756562835,37.040316429057924,2.0648785526253692,55.95035847414765,0
141.30570602357255,37.01651498223497,22.510411565750562,13.137809432982424,0
135.514889743012,37.4148635594633,2.8573197780672026,1.413790261147768,0
141.37641164803253,37.13377540593941,0.9575004186543566,129.7707441956594,1
110.18646628098661,37.59122875934258,13.86355079878018,9.183457957949647,0
136.70492168243732,36.60256419376238,1.9311827333983411,4.061574645574513,0
145.3566885726762,37.05436982688734,4.650495203989166,13.849280767574825,0
